transaction,category
shell 685 main st,Fuel
alt balaji 570 main st,Entertainment
train-store,Transportation
  water  ,Utilities
Burger King India,Food & Dining
reliance petroleum/shop,Fuel
Kochi Metro,Transportation
kfc india/shop,Food & Dining
bp,Fuel
hotstar store 214,Entertainment
cOSTCO,Groceries
central,Shopping
parking 800 main st,Transportation
chevron.com,Fuel
phone,Utilities
  apple store india  ,Shopping
tatsky,Utilities
Apollo Pharmacy,Health
spctra,Utilities
movie,Entertainment
  den  ,Utilities
wendys*,Food & Dining
jiomart/shop,Groceries
medicomer,Health
aha/shop,Entertainment
meru cabs 161 main st,Transportation
fabindia*,Shopping
Petrol Pump,Fuel
big basket 577 main st,Groceries
MED PLUS,Health
barista-store,Food & Dining
MUMBAI METRO,Transportation
safway,Groceries
dmart,Groceries
reebok.com,Shopping
entertainment*,Entertainment
hathway,Utilities
krtc,Transportation
naYara EnERGY,Fuel
liberty.com,Shopping
caayos,Food & Dining
JIO BP,Fuel
  tata cliq  ,Shopping
BUrgER,Food & Dining
  srl diagnostics  ,Health
gasoline #645,Fuel
myntra store 209,Shopping
rainbow hospital*,Health
pvr store 204,Entertainment
nextra/shop,Utilities
JB,Fuel
nextra #8921,Utilities
bLINkiT,Groceries
freshmenu*,Food & Dining
MI STORE,Shopping
entertainment,Entertainment
sunoco-store,Fuel
prime video india*,Entertainment
subway 209 main st,Transportation
yashoda/shop,Health
rapido,Transportation
irctc 32 main st,Transportation
Metro,Transportation
hpercity,Groceries
starbucks.com,Food & Dining
hinduja hospital-store,Health
Indian Railways,Transportation
Westside,Shopping
GAANA,Entertainment
  marathon  ,Fuel
  fare  ,Transportation
amazon prime 392 main st,Entertainment
sunoco store 472,Fuel
tikona/shop,Utilities
Netflix,Entertainment
woodland*,Shopping
liberty 946 main st,Shopping
publix/shop,Groceries
apollo clinic store 142,Health
perol pump,Fuel
nayARa enErgY,Fuel
BIGbAzAaR,Groceries
BPCL,Fuel
bpcl.com,Fuel
naraana health,Health
d mart store 329,Groceries
paytm mall 135 main st,Shopping
diesel-store,Fuel
aha/shop,Entertainment
CVS,Health
YB,Utilities
delhi jal board 797 main st,Utilities
lybaate,Health
health-store,Health
ovenstory #4812,Food & Dining
Bsnl,Utilities
reyail,Shopping
adidas*,Shopping
gaaa,Entertainment
Gasoline,Fuel
barista.com,Food & Dining
transport,Transportation
moti mahal 790 main st,Food & Dining
mero,Transportation
grocery*,Groceries
hyderabad metro,Transportation
swiggy instamart/shop,Food & Dining
fahsos,Food & Dining
internet,Utilities
mahanagar gas,Utilities
apna bazaar #8608,Groceries
taco bell.com,Food & Dining
prime video india 221 main st,Entertainment
ESSAR OIL,Fuel
box8/shop,Food & Dining
One Plus,Shopping
indiamart,Shopping
  iocl  ,Fuel
tcrget,Groceries
netmeds-store,Health
reliance petroleum #3365,Fuel
mega cabs,Transportation
hotstar #4259,Entertainment
Apollo Clinic,Health
  gaana  ,Entertainment
power,Utilities
reliance fresh #5033,Groceries
Pantaloons,Shopping
idian oil,Fuel
ZEptO,Groceries
water/shop,Utilities
Blinkit,Groceries
cAFE,Food & Dining
burger,Food & Dining
aasyday,Groceries
burger/shop,Food & Dining
  faasos  ,Food & Dining
taxi,Transportation
  power  ,Utilities
igdraprastha gas,Utilities
Delhi Jal Board,Utilities
namma metro-store,Transportation
d2h store 298,Utilities
maru cabs,Transportation
Cafe,Food & Dining
dwshtv,Utilities
suway,Transportation
easyday/shop,Groceries
apple store india store 400,Shopping
hindustan petroleum #9704,Fuel
btgbazaar,Groceries
tatacliq 559 main st,Shopping
behrouz biryani.com,Food & Dining
BIG BASKET,Groceries
fuel store 256,Fuel
jiomart,Groceries
reebok,Shopping
verizon,Utilities
mtnl #2801,Utilities
eros now store 266,Entertainment
mobilwik,Transportation
zee5,Entertainment
d mart*,Groceries
Moti Mahal,Food & Dining
punjabi dhaba-store,Food & Dining
zara,Shopping
bmtc*,Transportation
swiggy instamart,Food & Dining
KSRTC,Transportation
bharat petroleum,Fuel
WOODLAND,Shopping
breach candy*,Health
amusemeyt,Entertainment
  jaslok  ,Health
tain,Transportation
  indraprastha gas  ,Utilities
vi-store,Utilities
bp store 126,Fuel
tatasky,Utilities
GASOlIne,Fuel
mega cabs-store,Transportation
nayara energy 361 main st,Fuel
srn direct,Utilities
MARATHON,Fuel
bus*,Transportation
nilgIRiS,Groceries
rebel foods,Food & Dining
bigbasket/shop,Groceries
abhibus/shop,Transportation
exxon store 234,Fuel
wegmpns,Groceries
shell*,Fuel
hinduja hospital.com,Health
saakari bhandar,Groceries
OLA CABS,Transportation
walmart #2339,Groceries
reliance power.com,Utilities
natures basket,Groceries
mfine/shop,Health
jio mart,Groceries
tikona-store,Utilities
cafe.com,Food & Dining
kims hospital.com,Health
dental,Health
indban oil,Fuel
instamart.com,Groceries
gumes,Entertainment
DI,Shopping
  aldi  ,Groceries
more-store,Groceries
Jio,Utilities
SD,Health
DIsNEY,Entertainment
tatacliq #4398,Shopping
Udupi,Food & Dining
kims hospital,Health
jiosaavn*,Entertainment
pharmacy 333 main st,Health
fresh menu*,Food & Dining
amazon 494 main st,Shopping
  idea  ,Utilities
petrol pump*,Fuel
DOMINOS,Food & Dining
  pharmeasy  ,Health
RJ,Utilities
meru cabs/shop,Transportation
kochi metro 883 main st,Transportation
disney hotstar/shop,Entertainment
swiggy instamart,Food & Dining
tatasky.com,Utilities
MedplUS,Health
Decathlon India,Shopping
subway 769 main st,Food & Dining
  cng  ,Fuel
uber india 302 main st,Transportation
bharat petroleum #887,Fuel
sunoco,Fuel
PvR cINEMas,Entertainment
spoify,Entertainment
Tata Sky,Utilities
wslmart,Groceries
NATURES BASKET,Groceries
medical-store,Health
target.com,Shopping
MEDICINE,Health
NILGIRI'S,Groceries
electric-store,Utilities
marathon/shop,Fuel
hypercity,Groceries
  inox  ,Entertainment
sn nxt,Entertainment
mERU caBs,Transportation
snapdeal,Shopping
amazon prime store 205,Entertainment
mcdonalds.com,Food & Dining
parking.com,Transportation
KOlKATA MeTRO,Transportation
vodafone idea 12 main st,Utilities
disel,Fuel
gaana 363 main st,Entertainment
reliance trends.com,Shopping
  dunkin  ,Food & Dining
Indian Railways,Transportation
tneb.com,Utilities
Jiomart,Groceries
d mart,Groceries
max hospital 261 main st,Health
health 427 main st,Health
indraprastha gas-store,Utilities
  train  ,Transportation
iocl.com,Fuel
carehospital,Health
JIOSAAVN,Entertainment
FORTIS HOSPITAL,Health
  transport  ,Transportation
petrol pump.com,Fuel
Bangalore Metro,Transportation
medicine-store,Health
ADani POwER,Utilities
netflix.com,Entertainment
mobil #5566,Fuel
mcdonalds 968 main st,Food & Dining
  dmart ready  ,Groceries
internet.com,Utilities
gail-store,Utilities
ebay-store,Shopping
cinema/shop,Entertainment
taco bell india.com,Food & Dining
spar store 106,Groceries
cubway,Transportation
MEGa CabS,Transportation
wow momo-store,Food & Dining
mcdondlds,Food & Dining
chipotle,Food & Dining
torrent power 722 main st,Utilities
grocery-store,Groceries
Shoppers Stop,Shopping
auto gas.com,Fuel
apple store india*,Shopping
fuel*,Fuel
inox*,Entertainment
dish tv*,Utilities
hINDuJa HospiTaL,Health
THEATER,Entertainment
games #8482,Entertainment
hpcl 972 main st,Fuel
TRADer joEs,Groceries
  mcdonalds  ,Food & Dining
jiocinema store 376,Entertainment
erosnow,Entertainment
jiosaavn/shop,Entertainment
shoppers stop 916 main st,Shopping
doctor,Health
bsnl store 7,Utilities
apollo clinic/shop,Health
bangalore metro 492 main st,Transportation
hYDEraBad mEtrO,Transportation
boomyshow,Entertainment
DI,Food & Dining
nike,Shopping
cofee,Food & Dining
gas station,Fuel
bgbazaar,Groceries
ksrtc.com,Transportation
  lilavati  ,Health
taxi.com,Transportation
dishtv store 390,Utilities
Reliance Jio,Utilities
INTERNET,Utilities
hotstar,Entertainment
red bus,Transportation
chaayos.com,Food & Dining
Paytm Movies,Entertainment
SPENCERS,Groceries
koots,Shopping
hoihoi,Entertainment
Ajio,Shopping
tikona/shop,Utilities
mumbai metro*,Transportation
TatA Cliq,Shopping
vodafone idea/shop,Utilities
auto gas-store,Fuel
bp-store,Fuel
msedcl,Utilities
  auto gas  ,Fuel
hoichoi/shop,Entertainment
  ccd  ,Food & Dining
Hoichoi,Entertainment
mall store 355,Shopping
  more  ,Groceries
DMrc,Transportation
gasOLINe,Fuel
tatacliq #8043,Shopping
fLipKArt,Shopping
nextra/shop,Utilities
parking*,Transportation
reliance digital #1404,Shopping
walmart #8441,Groceries
jio cinema-store,Entertainment
youtube music.com,Entertainment
rd bus,Transportation
mtnl,Utilities
pracTo,Health
hulu-store,Entertainment
FAB INDIA,Shopping
gap/shop,Shopping
SONYLIV,Entertainment
jioxmart,Groceries
essar oil #1537,Fuel
gasoline 51 main st,Fuel
oneplus store,Shopping
wynk music 214 main st,Entertainment
shop.com,Shopping
UbeR,Transportation
Mega Cabs,Transportation
blu smart*,Transportation
restaurant-store,Food & Dining
woodland #8261,Shopping
SWIGGY,Food & Dining
aiis,Health
saravaa bhavan,Food & Dining
spotify india #3870,Entertainment
petrol pump.com,Fuel
udaan #9358,Shopping
snapdeal.com,Shopping
indraprastha gas 692 main st,Utilities
red bus,Transportation
Coffee,Food & Dining
  aiims  ,Health
whole foods-store,Groceries
adani power.com,Utilities
Disney,Entertainment
satyam cinemao,Entertainment
Koovs,Shopping
jabong,Shopping
practo/shop,Health
pvr-store,Entertainment
entertainment,Entertainment
jiomart*,Groceries
cable,Utilities
super bazar-store,Groceries
HYDERABAD METRO,Transportation
bistro,Food & Dining
dining.com,Food & Dining
doctor,Health
fortis hospital.com,Health
Aldi,Groceries
hinduja hospital,Health
bata.com,Shopping
Hospital,Health
disney/shop,Entertainment
tata cliq/shop,Shopping
central.com,Shopping
miuaj cinemas,Entertainment
uber india 155 main st,Transportation
fresh/shop,Groceries
faasos,Food & Dining
IDeA,Utilities
jiocinema #2559,Entertainment
gaana,Entertainment
SRL DIAGNOSTICS,Health
exxon-store,Fuel
UDUPI,Food & Dining
24 seven,Groceries
vijay sales store 432,Shopping
HALDIRAMS,Food & Dining
hoichoi store 33,Entertainment
cesc/shop,Utilities
mobil/shop,Fuel
dmrc store 270,Transportation
TARGET,Groceries
freshmenu-store,Food & Dining
  reliance petroleum  ,Fuel
uber/shop,Transportation
tata power,Utilities
Sun DiRECT,Utilities
book my show,Entertainment
inox #3415,Entertainment
act fibenet,Utilities
Fabindia,Shopping
westsidc,Shopping
naaptol-store,Shopping
dining,Food & Dining
prime video india*,Entertainment
exxon #7366,Fuel
bharat petroleum,Fuel
xbox #2690,Entertainment
  clinic  ,Health
Craftsvilla,Shopping
the burger club*,Food & Dining
irctc*,Transportation
redbUS,Transportation
msedcl*,Utilities
jio mait,Groceries
SI,Entertainment
narayana health/shop,Health
OC,Transportation
bharat petroleum-store,Fuel
  hindustan petroleum  ,Fuel
rail,Transportation
shell india 457 main st,Fuel
dental/shop,Health
MTNL,Utilities
Marathon,Fuel
supe bazar,Groceries
comcagt,Utilities
tATa POWEr,Utilities
central/shop,Shopping
UDAAN,Shopping
sahtkari bhandar,Groceries
Alt Balaji,Entertainment
1mg,Health
spencer's/shop,Groceries
bikanervala-store,Food & Dining
cesc.com,Utilities
subway.com,Food & Dining
swiggy-store,Food & Dining
PAYTM BUS,Transportation
dmart #7417,Groceries
  swiggy instamart  ,Food & Dining
swiggy instamart.com,Food & Dining
alt balaji #6268,Entertainment
nayara energy,Fuel
oNeMg,Health
ola store 186,Transportation
JIO SAAVN,Entertainment
  kims hospital  ,Health
essar oil*,Fuel
liberty #6066,Shopping
Udaan,Shopping
TATACLIQ,Shopping
kokilaben/shop,Health
medplus-store,Health
retail*,Shopping
delhi jal board,Utilities
gas station*,Fuel
hoichoi,Entertainment
instamart 697 main st,Groceries
iocl-store,Fuel
sonyliv/shop,Entertainment
PETRol,Fuel
onemg/shop,Health
dunzo,Groceries
pantaloons 418 main st,Shopping
hungama,Entertainment
taxi,Transportation
fare #8363,Transportation
wOCkhARdT,Health
dish tv*,Utilities
vi.com,Utilities
Nilgiris,Groceries
netmeds-store,Health
exxn,Fuel
megicover,Health
  bookmyshow  ,Entertainment
  rebel foods  ,Food & Dining
nextra store 366,Utilities
BB,Groceries
ZEe5,Entertainment
diesel,Fuel
behrouz biryani*,Food & Dining
  theater  ,Entertainment
amUSemEnt,Entertainment
fab india*,Shopping
ersnow,Entertainment
kklkata metro,Transportation
vijay sales*,Shopping
yshoda,Health
tneb,Utilities
netflix/shop,Entertainment
myupchar-store,Health
adidas/shop,Shopping
jio cinema*,Entertainment
vodafone idea,Utilities
d2h store 443,Utilities
  best  ,Transportation
BB,Groceries
taco bell india.com,Food & Dining
ChipoTle,Food & Dining
BHARAt PeTroLEUm,Fuel
dmrc.com,Transportation
Bses,Utilities
  erosnow  ,Entertainment
fab india.com,Shopping
VOOT,Entertainment
shopclues 306 main st,Shopping
rail #1792,Transportation
lilavati 680 main st,Health
ZARA,Shopping
  diesel  ,Fuel
  udupi  ,Food & Dining
hindustan petroleum-store,Fuel
raymond store 418,Shopping
aPPle sTOrE InDiA,Shopping
kolkata metro #1212,Transportation
onemg,Health
BuRGer,Food & Dining
miraj cinemas-store,Entertainment
Rite Aid,Health
  ajio  ,Shopping
twenty four sevee,Groceries
doctor store 380,Health
MEDICOVER,Health
gas company*,Utilities
westside.com,Shopping
petrol pump.com,Fuel
energy.com,Utilities
store-store,Shopping
HINDUSTAN PETROLEUM,Fuel
concert store 59,Entertainment
wynk music #4899,Entertainment
jio mlrt,Groceries
cale,Utilities
internet-store,Utilities
spar*,Groceries
walmart-store,Shopping
  coffee  ,Food & Dining
Reliance Petroleum,Fuel
  hindustan petroleum  ,Fuel
reliance petroleum,Fuel
airtel,Utilities
apollo clinic/shop,Health
voot store 141,Entertainment
restaurant 272 main st,Food & Dining
abhibus #5724,Transportation
taxi,Transportation
hadirams,Food & Dining
YOU BROADBAND,Utilities
parking #7550,Transportation
BARISTA,Food & Dining
shell india*,Fuel
shopper's stop.com,Shopping
manipal hospital*,Health
TaXI,Transportation
taco bell/shop,Food & Dining
voot*,Entertainment
aster store 62,Health
fresh,Groceries
motherhood,Health
disel,Fuel
idea,Utilities
puma,Shopping
puma 902 main st,Shopping
best.com,Transportation
subway india,Food & Dining
UdaAn,Shopping
bsnl,Utilities
ksRtc,Transportation
JIo,Utilities
energy #8005,Utilities
sHeLL iNDIA,Fuel
cesc*,Utilities
aple store,Shopping
Reliance Smart,Groceries
bookmyshow #1824,Entertainment
WF,Groceries
ccd-store,Food & Dining
  altbalaji  ,Entertainment
doctor-store,Health
  nextra  ,Utilities
Apsrtc,Transportation
bharat petroleum store 335,Fuel
max fashion.com,Shopping
doctor*,Health
rite aid.com,Health
twenty four seven/shop,Groceries
gaana 959 main st,Entertainment
disney hotstar #7897,Entertainment
petrol pumh,Fuel
disney hostar,Entertainment
nextra-store,Utilities
  westside  ,Shopping
  concert  ,Entertainment
hoichoi.com,Entertainment
safeway,Groceries
playstation,Entertainment
star bazaar store 473,Groceries
  bsnl  ,Utilities
cvs store 268,Health
  shell  ,Fuel
HOICHOI,Entertainment
sunoco 213 main st,Fuel
super bazar store 131,Groceries
samsung store #1910,Shopping
auto gas*,Fuel
fare,Transportation
hotstar/shop,Entertainment
dominos 802 main st,Food & Dining
store,Shopping
GAs statION,Fuel
book my show store 440,Entertainment
cnG,Fuel
Subway India,Food & Dining
Jio,Utilities
tain,Transportation
ovenstory/shop,Food & Dining
BKI,Food & Dining
brg basket,Groceries
nArayaNa HealTh,Health
dmart ready*,Groceries
walgreens store 369,Health
lnchbox,Food & Dining
indian oil 593 main st,Fuel
MG,Utilities
TAXI,Transportation
  jaslok  ,Health
DLP,Health
airtel digital tv,Utilities
biryani blues/shop,Food & Dining
transit #8999,Transportation
raymond,Shopping
mine,Health
cafe coffee day #9577,Food & Dining
dEcAthLoN inDIa,Shopping
ntflix,Entertainment
red bus*,Transportation
mx player store 277,Entertainment
APPLE MUSIC INDIA,Entertainment
bata*,Shopping
EROSNOW,Entertainment
  wockhardt  ,Health
  irani cafe  ,Food & Dining
  tatacliq  ,Shopping
pspcl*,Utilities
airtel digital tv*,Utilities
faasos store 394,Food & Dining
  gasoline  ,Fuel
idea*,Utilities
petrol store 392,Fuel
grofers store 394,Groceries
ajio,Shopping
wodland,Shopping
DTC,Transportation
Jio Saavn,Entertainment
games store 12,Entertainment
Bistro,Food & Dining
biryani blues/shop,Food & Dining
udaan store 446,Shopping
lifestyle 555 main st,Shopping
Irani Cafe,Food & Dining
airtel digital tv,Utilities
yashoda,Health
youtube music*,Entertainment
spectra store 45,Utilities
medplus,Health
craftsvilla/shop,Shopping
irctc*,Transportation
SL,Entertainment
trader joes,Groceries
myntra.com,Shopping
UI,Transportation
iocl-store,Fuel
TORRENT POWER,Utilities
disney hotstar 961 main st,Entertainment
lyft 439 main st,Transportation
wHolE foODs,Groceries
jio 875 main st,Utilities
diner,Food & Dining
nayara energy,Fuel
utilities 879 main st,Utilities
hathway,Utilities
sonyliv 818 main st,Entertainment
aha,Entertainment
best-store,Transportation
dtc/shop,Transportation
box8,Food & Dining
24 seven/shop,Groceries
taco bell store 430,Food & Dining
best,Transportation
hindustan petroleum store 367,Fuel
easyday/shop,Groceries
LIFESTYLE STORES,Shopping
erosnow #2211,Entertainment
limeroad #9713,Shopping
mobl,Fuel
blinkit store 201,Groceries
pspcl.com,Utilities
Oven Story,Food & Dining
book my show store 305,Entertainment
  idea  ,Utilities
zepto store 65,Groceries
train,Transportation
essar oil store 52,Fuel
hpcl,Fuel
doctor,Health
reliance jio/shop,Utilities
marathon 26 main st,Fuel
chipotle 371 main st,Food & Dining
bariswa,Food & Dining
care.com,Health
act fibernet store 92,Utilities
SB,Food & Dining
raINBow HoSPITAL,Health
swiggy,Food & Dining
cffee,Food & Dining
  exxon  ,Fuel
wockhardt,Health
panra,Food & Dining
bpcl #2515,Fuel
dominos india,Food & Dining
dmart ready*,Groceries
  motherhood  ,Health
miraj cinemfs,Entertainment
Redbus,Transportation
ABhIBUS,Transportation
bata store 243,Shopping
TRANSIT,Transportation
medpus,Health
indian railways*,Transportation
  you broadband  ,Utilities
SD,Health
SN,Entertainment
adidas,Shopping
  barista  ,Food & Dining
chevron,Fuel
bsnl*,Utilities
Myupchar,Health
petrol #7366,Fuel
FRESH,Groceries
book my show/shop,Entertainment
Biryani Blues,Food & Dining
shell,Fuel
ula cabs,Transportation
KOKILABEN,Health
NetMeds,Health
mynhra,Shopping
shop-store,Shopping
MCDONALDS,Food & Dining
